url,http_status,content_type,title,canonical,h1_count,jsonld_script_count,inbound_html_pages,reachable_from_home
https://rangeljanitorial.com/blog/green-cleaning-commercial-facilities,200,text/html; charset=UTF-8,Green Cleaning for Commercial Facilities | Rangel Janitorial,https://rangeljanitorial.com/blog/green-cleaning-commercial-facilities,1,2,4,False
https://rangeljanitorial.com/blog/janitorial-services-walnut-creek,200,text/html; charset=UTF-8,Janitorial Services in Walnut Creek & the East Bay | Rangel Janitorial,https://rangeljanitorial.com/blog/janitorial-services-walnut-creek,1,2,7,True
https://rangeljanitorial.com/blog/sacramento-class-a-office-cleaning-checklist,200,text/html; charset=UTF-8,Sacramento Class A Office Cleaning Checklist for Property Managers | Rangel Janitorial,https://rangeljanitorial.com/blog/sacramento-class-a-office-cleaning-checklist,1,2,8,False
https://rangeljanitorial.com/blog/sacramento-medical-office-cleaning-compliance,200,text/html; charset=UTF-8,"Sacramento Medical Office Cleaning: HIPAA, OSHA, and Bloodborne Pathogen Compliance | Rangel Janitorial",https://rangeljanitorial.com/blog/sacramento-medical-office-cleaning-compliance,1,2,5,False
https://rangeljanitorial.com/blog/sacramento-after-hours-janitorial-service,200,text/html; charset=UTF-8,After-Hours Janitorial Service in Sacramento: What to Expect and How to Plan | Rangel Janitorial,https://rangeljanitorial.com/blog/sacramento-after-hours-janitorial-service,1,2,4,False
https://rangeljanitorial.com/blog/sacramento-multi-tenant-property-manager-guide,200,text/html; charset=UTF-8,Sacramento Multi-Tenant Property Management: A Guide to Janitorial Vendor Contracts | Rangel Janitorial,https://rangeljanitorial.com/blog/sacramento-multi-tenant-property-manager-guide,1,2,5,False
https://rangeljanitorial.com/blog/sacramento-industrial-warehouse-cleaning,200,text/html; charset=UTF-8,"Sacramento Industrial and Warehouse Cleaning: Light Manufacturing, Distribution, and Logistics | Rangel Janitorial",https://rangeljanitorial.com/blog/sacramento-industrial-warehouse-cleaning,1,2,2,False
https://rangeljanitorial.com/blog/sacramento-tech-office-coworking-cleaning,200,text/html; charset=UTF-8,"Sacramento Tech Office and Coworking Cleaning: Open-Plan, Hot Desks, and Shared Spaces | Rangel Janitorial",https://rangeljanitorial.com/blog/sacramento-tech-office-coworking-cleaning,1,2,3,False
https://rangeljanitorial.com/blog/sacramento-school-daycare-cleaning,200,text/html; charset=UTF-8,"Sacramento School and Daycare Cleaning: Health, Compliance, and Parent Confidence | Rangel Janitorial",https://rangeljanitorial.com/blog/sacramento-school-daycare-cleaning,1,2,1,False
https://rangeljanitorial.com/blog/sacramento-green-cleaning-leed-sustainability,200,text/html; charset=UTF-8,"Green Cleaning in Sacramento: LEED, Title 24, and Corporate Sustainability Goals | Rangel Janitorial",https://rangeljanitorial.com/blog/sacramento-green-cleaning-leed-sustainability,1,2,2,False
https://rangeljanitorial.com/blog/sacramento-floor-care-climate,200,text/html; charset=UTF-8,Sacramento Floor Care: How Central Valley Climate Shapes Your Cleaning Schedule | Rangel Janitorial,https://rangeljanitorial.com/blog/sacramento-floor-care-climate,1,2,1,False
https://rangeljanitorial.com/blog/sacramento-best-time-hire-janitorial,200,text/html; charset=UTF-8,"When to Hire a Janitorial Service in Sacramento: Timing, Budget Cycles, and Transitions | Rangel Janitorial",https://rangeljanitorial.com/blog/sacramento-best-time-hire-janitorial,1,2,0,False
https://rangeljanitorial.com/blog/sacramento-fitness-center-gym-cleaning,200,text/html; charset=UTF-8,"Sacramento Gym and Fitness Center Cleaning: Member Health, Equipment Care, and Reviews | Rangel Janitorial",https://rangeljanitorial.com/blog/sacramento-fitness-center-gym-cleaning,1,2,1,False
https://rangeljanitorial.com/blog/sacramento-restaurant-restroom-day-porter,200,text/html; charset=UTF-8,"Sacramento Restaurant and Hospitality Day Porter Services: Restrooms, Lobbies, and Reviews | Rangel Janitorial",https://rangeljanitorial.com/blog/sacramento-restaurant-restroom-day-porter,1,2,1,False
https://rangeljanitorial.com/blog/murrieta-temecula-wine-country-cleaning,200,text/html; charset=UTF-8,Murrieta and Temecula Wine Country Office Cleaning Standards | Rangel Janitorial,https://rangeljanitorial.com/blog/murrieta-temecula-wine-country-cleaning,1,2,5,False
https://rangeljanitorial.com/blog/inland-empire-warehouse-distribution-cleaning,200,text/html; charset=UTF-8,Inland Empire Warehouse and Distribution Center Cleaning | Rangel Janitorial,https://rangeljanitorial.com/blog/inland-empire-warehouse-distribution-cleaning,1,2,3,False
https://rangeljanitorial.com/blog/murrieta-medical-dental-urgent-care-cleaning,200,text/html; charset=UTF-8,"Murrieta Medical, Dental, and Urgent Care Cleaning Standards | Rangel Janitorial",https://rangeljanitorial.com/blog/murrieta-medical-dental-urgent-care-cleaning,1,2,2,False
https://rangeljanitorial.com/blog/murrieta-hot-climate-floor-care,200,text/html; charset=UTF-8,Hot Climate Floor Care: Surviving Inland Empire Summers | Rangel Janitorial,https://rangeljanitorial.com/blog/murrieta-hot-climate-floor-care,1,2,0,False
